Year,Month,Professional Area,License Type,County,State,Count
2025,February,Security Guards,Security Guard,Unknown or Out of State,CO,2
2025,February,Cemeteries,Crematory Operator,Kittitas,WA,1
2025,February,Body Art and Body Piercing,Body Piercing,Mason,WA,3
2025,February,Geologist,Geologist,Pend Oreille,WA,1
2025,February,Body Art and Body Piercing,Permanent Cosmetics,Unknown or Out of State,VA,1
2025,February,Appraisers - Real Estate,Appraiser Trainee,Unknown or Out of State,FL,1
2025,February,Body Art and Body Piercing,Tattoo Artist,Thurston,WA,158
2025,February,Whitewater River Outfitters,Whitewater River Outfitters,Unknown or Out of State,WY,1
2025,February,Commercial Telephone Solicitors,Commercial Telephone Solicitors,Unknown or Out of State,IA,5
2025,February,Cosmetology,Manicurist,Unknown or Out of State,PA,20
2025,February,Funerals,Embalmer,Skagit,WA,8
2025,February,Real Estate,Real Estate Managing Broker,Unknown or Out of State,Out of State,17
2025,February,Cosmetology,Barber,Stevens,WA,10
2025,February,Cosmetology,Instructor,Spokane,WA,153
2025,February,Appraisers - Real Estate,Certified General Appraiser,Unknown or Out of State,CA,105
2025,February,Notary Public,Notary Public,Thurston,WA,3069
2025,February,Real Estate,Real Estate Branch,San Juan,WA,3
2025,February,Cosmetology,Personal Service,Mason,WA,3
2025,February,Private Investigator,Private Investigator,Pend Oreille,WA,4
2025,February,Cosmetology,Master Esthetician,Island,WA,29
2025,February,Cosmetology,Master Esthetician,Stevens,WA,6
2025,February,Appraisers - Real Estate,Appraiser Trainee,Yakima,WA,1
2025,February,Body Art and Body Piercing,Artist Shop,Stevens,WA,3
2025,February,Home Inspector,Home Inspector,Grant,WA,9
2025,February,Cosmetology,Esthetician,Unknown or Out of State,MO,3
2025,February,Cosmetology,Manicurist,Unknown or Out of State,SD,5
2025,February,Funerals,Funeral Director,Douglas,WA,2
2025,February,Funerals,Prearrangement Funeral Services,Clallam,WA,5
2025,February,Collection Agency,Collection Agency Branch,Unknown or Out of State,BC,5
2025,February,Funerals,Embalmer Intern,Thurston,WA,5
2025,February,Combative Sports,Boxing Participant,Unknown or Out of State,PA,1
2025,February,Funerals,Embalmer Intern,Yakima,WA,5
2025,February,Timeshares,Timeshare Company,King,WA,4
2025,February,Cosmetology,Personal Service,Yakima,WA,2
2025,February,Commercial Telephone Solicitors,Commercial Telephone Solicitors,Unknown or Out of State,IN,3
2025,February,Auctioneers and Auction Company,Auctioneer,Yakima,WA,1
2025,February,Real Estate,Real Estate School,Unknown or Out of State,OR,3
2025,February,Security Guards,Security Guard,Unknown or Out of State,WA,2
2025,February,Appraisers - Real Estate,Appraiser Trainee,Adams,WA,1
2025,February,Appraisal Management Companies,Appraisal Management Company,Grays Harbor,WA,1
2025,February,Real Estate,Real Estate School,Jefferson,WA,1
2025,February,CDL Training and Examining,CDL Training Provider-School,Yakima,WA,7
2025,February,Funerals,Embalmer Intern,Jefferson,WA,1
2025,February,Bail Bonds,Bail Bond Agent,Unknown or Out of State,AZ,1
2025,February,CDL Training and Examining,CDL Training Provider-Employer,Unknown or Out of State,IN,1
2025,February,Auctioneers and Auction Company,Auctioneer,Mason,WA,1
2025,February,Collection Agency,Out Of State Collection Agency Branch,Unknown or Out of State,GU,1
2025,February,Collection Agency,Collection Agency Branch,Whatcom,WA,1
2025,February,Sellers of Travel,Out of State Seller of Travel,Unknown or Out of State,WA,1
2025,February,Appraisal Management Companies,Appraisal Management Company,Unknown or Out of State,NJ,4
2025,February,Cosmetology,Cosmetologist,Unknown or Out of State,IN,15
2025,February,Geologist,Geologist,Island,WA,8
2025,February,Cosmetology,Esthetician,Jefferson,WA,33
2025,February,Funerals,Prearrangement Funeral Services,Lincoln,WA,1
2025,February,Collection Agency,Collection Agency Branch,Unknown or Out of State,NE,1
2025,February,CDL Training and Examining,CDL Training Instructor,Wahkiakum,WA,6
2025,February,Sellers of Travel,Sellers of Travel,Mason,WA,5
2025,February,Funerals,Prearrangement Funeral Services,Pend Oreille,WA,1
2025,February,Body Art and Body Piercing,Permanent Cosmetics,Franklin,WA,20
2025,February,Appraisers - Real Estate,Certified General Appraiser,Unknown or Out of State,ID,33
2025,February,Cosmetology,Postsecondary School,Clark,WA,2
2025,February,Whitewater River Outfitters,Whitewater River Outfitters,Klickitat,WA,5
2025,February,Funerals,Funeral Establishment,Pierce,WA,30
2025,February,Court Reporters,Court Reporter,Clallam,WA,3
2025,February,CDL Training and Examining,CDL Training Instructor,Yakima,WA,60
2025,February,Real Estate,Real Estate Managing Broker,Spokane,WA,401
2025,February,Appraisers - Real Estate,Certified Residential Appraiser,King,WA,335
2025,February,Architects,Architect,Unknown or Out of State,ID,137
2025,February,Cosmetology,Manicurist,Unknown or Out of State,WI,12
2025,February,Real Estate,Real Estate Managing Broker,Unknown or Out of State,MO,3
2025,February,Funerals,Funeral Director,Whatcom,WA,21
2025,February,Cosmetology,Instructor,Ferry,WA,1
2025,February,Funerals,Embalmer Intern,Lewis,WA,8
2025,February,Funerals,Funeral Establishment,Grant,WA,5
2025,February,Sellers of Travel,Out of State Seller of Travel,Unknown or Out of State,UT,6
2025,February,Cosmetology,Cosmetologist,Unknown or Out of State,UT,48
2025,February,Collection Agency,Out Of State Collection Agency,Unknown or Out of State,AK,2
2025,February,Cemeteries,Cemetery,Lewis,WA,4
2025,February,Appraisers - Real Estate,Certified General Appraiser,Unknown or Out of State,IA,6
2025,February,Real Estate,Real Estate Managing Broker,Island,WA,108
2025,February,Cosmetology,Master Esthetician,Unknown or Out of State,Out of State,39
2025,February,Private Investigator,Private Investigator Agency,Yakima,WA,9
2025,February,Architects,Architect,Kittitas,WA,15
2025,February,Cosmetology,Cosmetologist,Stevens,WA,157
2025,February,Cosmetology,Salon Shop,Walla Walla,WA,131
2025,February,Cosmetology,Salon Shop,Pacific,WA,26
2025,February,Court Reporters,Court Reporter,Clark,WA,17
2025,February,Cosmetology,Master Esthetician,Kitsap,WA,70
2025,February,Appraisers - Real Estate,Appraiser Trainee,Kitsap,WA,3
2025,February,Cosmetology,Manicurist,Unknown or Out of State,CA,326
2025,February,Timeshares,Timeshare Salesperson,Pierce,WA,8
2025,February,Appraisers - Real Estate,Certified General Appraiser,Cowlitz,WA,4
2025,February,Funerals,Funeral Director,Adams,WA,1
2025,February,CDL Training and Examining,CDL Training Provider-Employer,Unknown or Out of State,TX,3
2025,February,Combative Sports,Physician,Yakima,WA,1
2025,February,Commercial Telephone Solicitors,Commercial Telephone Solicitors,Unknown or Out of State,NJ,2
2025,February,Security Guards,Security Guard,Unknown or Out of State,NM,7
2025,February,Cosmetology,Instructor,Unknown or Out of State,MO,2
2025,February,Real Estate,Real Estate Managing Broker,Unknown or Out of State,NE,2
2025,February,Real Estate,Real Estate Broker,Unknown or Out of State,SC,2
2025,February,Architects,Architect,Franklin,WA,8
2025,February,Cosmetology,Manicurist,Unknown or Out of State,WY,6
2025,February,Real Estate,Real Estate School,Kitsap,WA,4
2025,February,Private Investigator,Private Investigator Agency,Unknown or Out of State,CA,3
2025,February,Collection Agency,Out Of State Collection Agency,Unknown or Out of State,OH,21
2025,February,Auctioneers and Auction Company,Auctioneer,Unknown or Out of State,MI,1
2025,February,Funerals,Funeral Director Intern,Unknown or Out of State,OR,1
2025,February,Auctioneers and Auction Company,Auctioneer,Unknown or Out of State,WI,1
2025,February,Cosmetology,Instructor,Unknown or Out of State,TN,1
2025,February,Timeshares,Timeshare Salesperson,Chelan,WA,9
2025,February,Cosmetology,Manicurist,Unknown or Out of State,TX,334
2025,February,Cosmetology,Cosmetologist,Pacific,WA,66
2025,February,Geologist,Geologist,Unknown or Out of State,AZ,24
2025,February,CDL Training and Examining,CDL Training Provider-Employer,Whitman,WA,7
2025,February,Real Estate,Real Estate Broker,Okanogan,WA,76
2025,February,Architects,Architect,Douglas,WA,4
2025,February,Notary Public,Notary Public,Grant,WA,832
2025,February,Cosmetology,Instructor,Unknown or Out of State,CO,1
2025,February,Architects,Architect Firm,Unknown or Out of State,NV,2
2025,February,Cemeteries,Natural Organic Reduction Operator,Pierce,WA,4
2025,February,Home Inspector,Home Inspector,Franklin,WA,7
2025,February,Collection Agency,Collection Agency Branch,Unknown or Out of State,Out of State,29
2025,February,Real Estate,Real Estate Managing Broker,Grant,WA,45
2025,February,Landscape Architects,Landscape Architect,Unknown or Out of State,CO,21
2025,February,Cosmetology,Cosmetologist,Unknown or Out of State,MN,16
2025,February,Architects,Architect,Unknown or Out of State,KY,15
2025,February,Cosmetology,Esthetician,Unknown or Out of State,PA,10
2025,February,Architects,Architect Firm,Pierce,WA,41
2025,February,Geologist,Geologist,Benton,WA,53
2025,February,Real Estate,Real Estate Broker,Mason,WA,159
2025,February,Collection Agency,Out Of State Collection Agency Branch,Unknown or Out of State,CO,10
2025,February,Cosmetology,Barber,Clark,WA,220
2025,February,Body Art and Body Piercing,Tattoo Artist,Walla Walla,WA,16
2025,February,Cosmetology,Manicurist,Clallam,WA,93
2025,February,Funerals,Funeral Establishment,Clark,WA,12
2025,February,Cosmetology,Hair Designer,Unknown or Out of State,FL,2
2025,February,Appraisers - Real Estate,Certified Residential Appraiser,Pend Oreille,WA,2
2025,February,Collection Agency,Out Of State Collection Agency Branch,Unknown or Out of State,WA,18
2025,February,Body Art and Body Piercing,Tattoo Artist,Unknown or Out of State,AZ,5
2025,February,Landscape Architects,Landscape Architect,Unknown or Out of State,AK,3
2025,February,Body Art and Body Piercing,Tattoo Artist,Unknown or Out of State,OK,2
2025,February,Notary Public,Notary Public,Unknown or Out of State,AZ,4
2025,February,Cosmetology,Barber,Unknown or Out of State,AK,5
2025,February,Cosmetology,Personal Service,Lewis,WA,3
2025,February,Cosmetology,Cosmetologist,Unknown or Out of State,ME,4
2025,February,Home Inspector,Home Inspector,Unknown or Out of State,OR,43
2025,February,Cosmetology,Manicurist,Unknown or Out of State,CO,27
2025,February,Geologist,Geologist In Training,Unknown or Out of State,Out of State,19
2025,February,Real Estate,Real Estate Instructor,Kitsap,WA,29
2025,February,Cosmetology,Manicurist,Clark,WA,864
2025,February,Notary Public,Notary Public,Skagit,WA,1208
2025,February,Architects,Architect,Unknown or Out of State,HI,32
2025,February,Body Art and Body Piercing,Body Piercing,Spokane,WA,38
2025,February,Auctioneers and Auction Company,Auctioneer,King,WA,21
2025,February,Real Estate,Real Estate Firm,San Juan,WA,18
2025,February,Cosmetology,Esthetician,Unknown or Out of State,NC,20
2025,February,Funerals,Funeral Establishment,Kitsap,WA,7
2025,February,Appraisers - Real Estate,Certified General Appraiser,Whitman,WA,3
2025,February,CDL Training and Examining,CDL Training Provider-School,Spokane,WA,5
2025,February,Cosmetology,Personal Service,Kitsap,WA,16
2025,February,Security Guards,Security Guard Company,King,WA,154
2025,February,Cosmetology,Cosmetologist,Whitman,WA,130
2025,February,Real Estate,Real Estate Broker,Unknown or Out of State,TN,5
2025,February,Cosmetology,Master Esthetician,Benton,WA,108
2025,February,Auctioneers and Auction Company,Auctioneer,Walla Walla,WA,2
2025,February,Auctioneers and Auction Company,Auctioneer,Unknown or Out of State,TX,7
2025,February,Architects,Architect,Pend Oreille,WA,2
2025,February,CDL Training and Examining,CDL Training Provider-School,Grays Harbor,WA,2
2025,February,Combative Sports,Martial Arts Participant,Unknown or Out of State,LA,1
2025,February,Real Estate,Real Estate Managing Broker,Ferry,WA,2
2025,February,Auctioneers and Auction Company,Auctioneer,Unknown or Out of State,CT,1
2025,February,Collection Agency,Out Of State Collection Agency Branch,Unknown or Out of State,MI,10
2025,February,Cosmetology,Master Esthetician,Unknown or Out of State,AP,1
2025,February,Funerals,Embalmer,Whatcom,WA,12
2025,February,Bail Bonds,Bail Bond Agent,Okanogan,WA,2
2025,February,Funerals,Funeral Establishment,Grays Harbor,WA,3
2025,February,Combative Sports,Promoter,Pierce,WA,1
2025,February,Sellers of Travel,Out of State Seller of Travel,Unknown or Out of State,AZ,8
2025,February,Collection Agency,Out Of State Collection Agency Branch,Unknown or Out of State,NE,3
2025,February,Auctioneers and Auction Company,Auctioneer,Franklin,WA,8
2025,February,Cosmetology,Cosmetologist,Unknown or Out of State,OK,10
2025,February,Architects,Architect Firm,San Juan,WA,9
2025,February,Appraisers - Real Estate,Appraiser Trainee,Snohomish,WA,12
2025,February,Real Estate,Real Estate Course,Unknown or Out of State,CO,35
2025,February,Cosmetology,Instructor,Franklin,WA,25
2025,February,Body Art and Body Piercing,Body Piercing,Thurston,WA,25
2025,February,Sellers of Travel,Sellers of Travel,Spokane,WA,22
2025,February,Bail Bonds,Bail Bond Agent,Snohomish,WA,17
2025,February,Appraisers - Real Estate,Certified General Appraiser,King,WA,209
2025,February,Real Estate,Real Estate Course,Clark,WA,11
2025,February,Private Investigator,Private Investigator,Skagit,WA,9
2025,February,Cosmetology,Master Esthetician,Unknown or Out of State,AR,2
2025,February,Architects,Architect,Walla Walla,WA,14
2025,February,Cosmetology,Cosmetologist,Douglas,WA,197
2025,February,Body Art and Body Piercing,Permanent Cosmetics,Clark,WA,78
2025,February,Real Estate,Real Estate Broker,Douglas,WA,100
2025,February,Notary Public,Notary Public,Unknown or Out of State,WA,7
2025,February,Cosmetology,Cosmetologist,Unknown or Out of State,AZ,181
2025,February,Cosmetology,Barber,Douglas,WA,26
2025,February,Cosmetology,Manicurist,Whitman,WA,53
2025,February,Architects,Architect Firm,Unknown or Out of State,MA,10
2025,February,Body Art and Body Piercing,Artist Shop,Thurston,WA,56
2025,February,Geologist,Geologist,Unknown or Out of State,TX,16
2025,February,Private Investigator,Private Investigator Agency,Benton,WA,11
2025,February,Cosmetology,Cosmetologist,Benton,WA,1147
2025,February,Landscape Architects,Landscape Architect,Unknown or Out of State,MN,3
2025,February,Appraisers - Real Estate,Appraiser Trainee,Thurston,WA,8
2025,February,CDL Training and Examining,CDL Training Instructor,Unknown or Out of State,OR,47
2025,February,Cemeteries,Cemetery,Cowlitz,WA,2
2025,February,CDL Training and Examining,CDL Training Instructor,Pacific,WA,12
2025,February,Collection Agency,Out Of State Collection Agency Branch,Unknown or Out of State,NH,4
2025,February,Cosmetology,Cosmetologist,Unknown or Out of State,AS,1
2025,February,Body Art and Body Piercing,Artist Shop,Grays Harbor,WA,5
2025,February,Architects,Architect Firm,Unknown or Out of State,AR,4
2025,February,Cosmetology,Esthetician,Unknown or Out of State,IA,1
2025,February,Landscape Architects,Landscape Architect,Benton,WA,3
2025,February,CDL Training and Examining,CDL Training Instructor,Grant,WA,25
2025,February,Sellers of Travel,Sellers of Travel,Cowlitz,WA,8
2025,February,Geologist,Geologist,Unknown or Out of State,VA,11
2025,February,Landscape Architects,Landscape Architect,Unknown or Out of State,MA,5
2025,February,Body Art and Body Piercing,Tattoo Artist,Island,WA,20
2025,February,Commercial Telephone Solicitors,Commercial Telephone Solicitors,Unknown or Out of State,IL,1
2025,February,Collection Agency,Collection Agency Branch,Thurston,WA,2
2025,February,Appraisal Management Companies,Appraisal Management Company,Unknown or Out of State,CO,2
2025,February,Funerals,Prearrangement Funeral Services,Kittitas,WA,1
2025,February,Cemeteries,Crematory Operator,Franklin,WA,1
2025,February,Home Inspector,Home Inspector Courses,Unknown or Out of State,CA,2
2025,February,Bail Bonds,Bail Bond Agency Branch,Cowlitz,WA,2
2025,February,Cemeteries,Crematory Operator,Unknown or Out of State,AZ,1
2025,February,Funerals,Funeral Director,Jefferson,WA,1
2025,February,Landscape Architects,Landscape Architect,Unknown or Out of State,OK,1
2025,February,Combative Sports,Wrestling Participant,Unknown or Out of State,BC,1
2025,February,Bail Bonds,Bail Bond Agency,Grant,WA,1
2025,February,Court Reporters,Court Reporter,Unknown or Out of State,WI,3
2025,February,Body Art and Body Piercing,Tattoo Artist,Unknown or Out of State,VA,2
2025,February,Bail Bonds,Bail Bond Agency,Pierce,WA,2
2025,February,Collection Agency,Out Of State Collection Agency,Unknown or Out of State,VI,1
2025,February,Sellers of Travel,Out of State Seller of Travel,Unknown or Out of State,PE,1
2025,February,Combative Sports,Martial Arts Participant,Klickitat,WA,1
2025,February,Home Inspector,Home Inspector,Ferry,WA,1
2025,February,Cosmetology,Manicurist,Unknown or Out of State,ME,1
2025,February,Funerals,Embalmer,Unknown or Out of State,BC,1
2025,February,Real Estate,Real Estate Instructor,Franklin,WA,3
2025,February,Combative Sports,Amateur Training Facility,Grays Harbor,WA,1
2025,February,Real Estate,Real Estate Firm,Pierce,WA,353
2025,February,Cosmetology,Personal Service,Snohomish,WA,26
2025,February,Real Estate,Real Estate Broker,Unknown or Out of State,IA,1
2025,February,Collection Agency,Out Of State Collection Agency,Unknown or Out of State,AZ,33
2025,February,Real Estate,Real Estate Firm,Clark,WA,371
2025,February,Geologist,Geologist In Training,King,WA,85
2025,February,Real Estate,Real Estate Broker,Kittitas,WA,152
2025,February,Cosmetology,Cosmetologist,Unknown or Out of State,NV,72
2025,February,Real Estate,Real Estate Firm,Whatcom,WA,99
2025,February,Collection Agency,Out Of State Collection Agency Branch,Unknown or Out of State,OK,5
2025,February,Body Art and Body Piercing,Artist Event,King,WA,11
2025,February,Architects,Architect Firm,Unknown or Out of State,MN,26
2025,February,Cosmetology,Manicurist,Unknown or Out of State,NE,39
2025,February,Real Estate,Real Estate School,Unknown or Out of State,MO,3
2025,February,Cosmetology,Barber,Whitman,WA,6
2025,February,CDL Training and Examining,CDL Training Instructor,Stevens,WA,19
2025,February,Cemeteries,Crematory Operator,Cowlitz,WA,3
2025,February,Cosmetology,Barber,Unknown or Out of State,FL,205
2025,February,Geologist,Geologist,Unknown or Out of State,BC,12
2025,February,Combative Sports,Second,Unknown or Out of State,Out of State,9
2025,February,Cosmetology,Cosmetologist,Okanogan,WA,146
2025,February,Auctioneers and Auction Company,Auctioneer,Unknown or Out of State,CA,5
2025,February,Cosmetology,Manicurist,Whatcom,WA,298
2025,February,CDL Training and Examining,CDL Training Provider-Employer,Lewis,WA,21
2025,February,Sellers of Travel,Out of State Seller of Travel,Unknown or Out of State,Out of State,13
2025,February,Appraisers - Real Estate,Certified General Appraiser,Island,WA,2
2025,February,Real Estate,Real Estate Managing Broker,Unknown or Out of State,MT,6
2025,February,Real Estate,Real Estate Managing Broker,Unknown or Out of State,GA,11
2025,February,Architects,Architect Firm,Spokane,WA,49
2025,February,Landscape Architects,Landscape Architect,Snohomish,WA,38
2025,February,Real Estate,Real Estate Branch,Pierce,WA,48
2025,February,Cosmetology,Manicurist,Unknown or Out of State,MI,124
2025,February,Body Art and Body Piercing,Tattoo Artist,Unknown or Out of State,TX,5
2025,February,Home Inspector,Home Inspector,Pacific,WA,2
2025,February,Funerals,Embalmer Intern,Stevens,WA,1
2025,February,Appraisers - Real Estate,State Licensed Appraiser,Asotin,WA,3
2025,February,CDL Training and Examining,CDL Training Instructor,Skamania,WA,2
2025,February,Real Estate,Real Estate Instructor,Thurston,WA,16
2025,February,Cosmetology,Mobile Unit,Island,WA,1
2025,February,Sellers of Travel,Out of State Seller of Travel,Unknown or Out of State,IA,1
2025,February,Security Guards,Security Guard,Unknown or Out of State,WI,2
2025,February,Appraisers - Real Estate,State Licensed Appraiser,Unknown or Out of State,ID,4
2025,February,Funerals,Embalmer Intern,Island,WA,1
2025,February,Court Reporters,Court Reporter,Grant,WA,2
2025,February,Cosmetology,Instructor,Unknown or Out of State,WY,1
2025,February,Auctioneers and Auction Company,Auction Company,Thurston,WA,4
2025,February,Cosmetology,Cosmetologist,Pierce,AP,1
2025,February,Auctioneers and Auction Company,Auctioneer,Unknown or Out of State,HI,1
2025,February,Court Reporters,Court Reporter,Unknown or Out of State,OK,4
2025,February,CDL Training and Examining,CDL Training Instructor,Unknown or Out of State,IA,1
2025,February,Body Art and Body Piercing,Body Piercing,Unknown or Out of State,NM,1
2025,February,Cosmetology,Personal Service,Unknown or Out of State,ID,1
2025,February,Commercial Telephone Solicitors,Commercial Telephone Solicitors,Unknown or Out of State,PA,1
2025,February,Real Estate,Real Estate School,Skagit,WA,1
2025,February,Body Art and Body Piercing,Body Piercing,Unknown or Out of State,Out of State,1
2025,February,Cemeteries,Crematory,Pend Oreille,WA,1
2025,February,Combative Sports,Martial Arts Participant,Unknown or Out of State,TX,1
2025,February,Body Art and Body Piercing,Permanent Cosmetics,Unknown or Out of State,OR,39
2025,February,Real Estate,Real Estate Branch,Lewis,WA,5
2025,February,Collection Agency,Collection Agency Branch,Unknown or Out of State,WI,4
2025,February,Funerals,Funeral Director,King,WA,120
2025,February,Commercial Telephone Solicitors,Commercial Telephone Solicitors,Clark,WA,3
2025,February,Funerals,Funeral Director,Walla Walla,WA,5
2025,February,Collection Agency,Collection Agency,Clark,WA,16
2025,February,Cosmetology,Barber,Unknown or Out of State,PA,6
2025,February,Cosmetology,Personal Service,Benton,WA,9
2025,February,Court Reporters,Court Reporter,Unknown or Out of State,NE,1
2025,February,Home Inspector,Home Inspector,Clallam,WA,8
2025,February,Cosmetology,Esthetician,Kitsap,WA,367
2025,February,CDL Training and Examining,CDL Training Provider-Employer,Grant,WA,9
2025,February,Appraisers - Real Estate,Certified General Appraiser,Clark,WA,27
2025,February,Court Reporters,Court Reporter,Thurston,WA,15
2025,February,Notary Public,Notary Public,Garfield,WA,20
2025,February,Cosmetology,Esthetician,Unknown or Out of State,CO,29
2025,February,Cemeteries,Crematory,Benton,WA,3
2025,February,Funerals,Funeral Director Intern,Clallam,WA,4
2025,February,Real Estate,Real Estate Instructor,Walla Walla,WA,2
2025,February,Body Art and Body Piercing,Body Piercing,Pacific,WA,1
2025,February,Real Estate,Real Estate School,Unknown or Out of State,Out of State,1
2025,February,Body Art and Body Piercing,Permanent Cosmetics,Unknown or Out of State,TN,1
2025,February,Timeshares,Timeshare Company,Unknown or Out of State,GA,1
2025,February,Cosmetology,Postsecondary School,Lewis,WA,1
2025,February,Cosmetology,Barber,Unknown or Out of State,AL,1
2025,February,Cemeteries,Final Disposition Permit,Clallam,WA,1
2025,February,Architects,Architect,Unknown or Out of State,IL,96
2025,February,Security Guards,Security Guard,Unknown or Out of State,GA,5
2025,February,Collection Agency,Out Of State Collection Agency Branch,Unknown or Out of State,AL,4
2025,February,Cosmetology,Barber,Franklin,WA,115
2025,February,Cosmetology,Master Esthetician,Lewis,WA,33
2025,February,Real Estate,Real Estate Firm,Lewis,WA,25
2025,February,Collection Agency,Out Of State Collection Agency Branch,Unknown or Out of State,TX,75
2025,February,Landscape Architects,Landscape Architect,Spokane,WA,43
2025,February,Real Estate,Real Estate Managing Broker,Asotin,WA,10
2025,February,Notary Public,Notary Public,Asotin,WA,160
2025,February,Private Investigator,Private Investigator,Cowlitz,WA,8
2025,February,Body Art and Body Piercing,Tattoo Artist,King,WA,676
2025,February,Home Inspector,Home Inspector,Snohomish,WA,96
2025,February,Combative Sports,Boxing Participant,King,WA,8
2025,February,Architects,Architect Firm,Unknown or Out of State,FL,10
2025,February,Cosmetology,Barber,Kitsap,WA,122
2025,February,Notary Public,Notary Public,Columbia,WA,39
2025,February,Cosmetology,Salon Shop,Grays Harbor,WA,93
2025,February,CDL Training and Examining,CDL Training Provider-Employer,Thurston,WA,22
2025,February,Real Estate,Real Estate Firm,Snohomish,WA,284
2025,February,Architects,Architect,Unknown or Out of State,ND,6
2025,February,CDL Training and Examining,CDL Training Provider-School,Unknown or Out of State,ID,1
2025,February,Real Estate,Real Estate Branch,Benton,WA,15
2025,February,Auctioneers and Auction Company,Auctioneer,Unknown or Out of State,NC,1
2025,February,Court Reporters,Court Reporter,Skagit,WA,5
2025,February,Cosmetology,Manicurist,Unknown or Out of State,KS,2
2025,February,Combative Sports,Wrestling Participant,Spokane,WA,1
2025,February,Cemeteries,Crematory Operator,Clark,WA,2
2025,February,CDL Training and Examining,CDL Training Provider-Employer,Unknown or Out of State,WI,1
2025,February,Cosmetology,Barber,Unknown or Out of State,IN,1
2025,February,Cosmetology,Barber,Unknown or Out of State,MI,1
2025,February,Notary Public,Notary Public,Pierce,WA,9370
2025,February,Notary Public,Notary Public,Island,WA,618
2025,February,Collection Agency,Collection Agency Branch,Unknown or Out of State,MN,5
2025,February,Sellers of Travel,Sellers of Travel,Clallam,WA,9
2025,February,Architects,Architect,Unknown or Out of State,NC,29
2025,February,Collection Agency,Collection Agency,Lewis,WA,4
2025,February,Private Investigator,Private Investigator,Yakima,WA,20
2025,February,Cosmetology,Barber,Adams,WA,19
2025,February,Cosmetology,Cosmetologist,Unknown or Out of State,PA,22
2025,February,Combative Sports,Wrestling Participant,King,WA,9
2025,February,Funerals,Embalmer Intern,King,WA,29
2025,February,Court Reporters,Court Reporter,Benton,WA,10
2025,February,Security Guards,Security Guard,Ferry,WA,1
2025,February,Real Estate,Real Estate Broker,Clark,WA,1750
2025,February,Auctioneers and Auction Company,Auction Company,King,WA,11
2025,February,Collection Agency,Collection Agency Branch,Unknown or Out of State,GU,1
2025,February,Architects,Architect,Unknown or Out of State,SC,15
2025,February,Notary Public,Notary Public,Okanogan,WA,469
2025,February,Appraisers - Real Estate,Certified General Appraiser,Unknown or Out of State,FL,24
2025,February,Appraisers - Real Estate,Certified Residential Appraiser,Unknown or Out of State,CA,27
2025,February,Architects,Architect Firm,Unknown or Out of State,OH,20
2025,February,Cosmetology,Barber,Snohomish,WA,460
2025,February,Cemeteries,Crematory Operator,Pend Oreille,WA,2
2025,February,Cosmetology,Personal Service,Franklin,WA,1
2025,February,Real Estate,Real Estate Firm,Unknown or Out of State,TX,1
2025,February,Cosmetology,Instructor,Grays Harbor,WA,16
2025,February,Cosmetology,Cosmetologist,Unknown or Out of State,AB,2
2025,February,Appraisers - Real Estate,Appraiser Trainee,Walla Walla,WA,5
2025,February,Real Estate,Real Estate School,Unknown or Out of State,MA,2
2025,February,Combative Sports,Martial Arts Participant,Skagit,WA,2
2025,February,Court Reporters,Court Reporter,Unknown or Out of State,SC,2
2025,February,Funerals,Prearrangement Funeral Services,Thurston,WA,6
2025,February,Funerals,Funeral Establishment,Spokane,WA,17
2025,February,Architects,Architect,Unknown or Out of State,NA,24
2025,February,Private Investigator,Private Investigator,Unknown or Out of State,OK,1
2025,February,Appraisers - Real Estate,Temporary Certified General,Unknown or Out of State,TX,8
2025,February,Bail Bonds,Bail Bond Agent,Clark,WA,18
2025,February,Cosmetology,Salon Shop,Grant,WA,133
2025,February,Real Estate,Real Estate Broker,Unknown or Out of State,Out of State,86
2025,February,Appraisers - Real Estate,Certified Residential Appraiser,Lewis,WA,8
2025,February,Real Estate,Real Estate Managing Broker,Unknown or Out of State,FL,17
2025,February,Cosmetology,Manicurist,Unknown or Out of State,NV,23
2025,February,Real Estate,Real Estate Firm,Skagit,WA,48
2025,February,Real Estate,Real Estate Firm,Okanogan,WA,19
2025,February,Cosmetology,Esthetician,Skamania,WA,14
2025,February,Security Guards,Security Guard,Unknown or Out of State,MO,1
2025,February,Appraisers - Real Estate,Certified Residential Appraiser,Spokane,WA,99
2025,February,CDL Training and Examining,CDL Training Instructor,Okanogan,WA,16
2025,February,Geologist,Geologist,Unknown or Out of State,MA,6
2025,February,Architects,Architect,Stevens,WA,2
2025,February,Cosmetology,Barber,Unknown or Out of State,OR,83
2025,February,Body Art and Body Piercing,Tattoo Artist,Asotin,WA,6
2025,February,Body Art and Body Piercing,Tattoo Artist,Chelan,WA,22
2025,February,Sellers of Travel,Out of State Seller of Travel,Unknown or Out of State,GA,17
2025,February,Cosmetology,Barber,Unknown or Out of State,MD,3
2025,February,Cosmetology,Manicurist,Kitsap,WA,234
2025,February,Real Estate,Real Estate Broker,Pacific,WA,57
2025,February,Court Reporters,Court Reporter,Snohomish,WA,32
2025,February,Body Art and Body Piercing,Body Piercing,Grant,WA,2
2025,February,Private Investigator,Private Investigator Agency,Kitsap,WA,19
2025,February,Architects,Architect Firm,Island,WA,6
2025,February,Private Investigator,Private Investigator,Unknown or Out of State,CA,23
2025,February,Funerals,Funeral Director,Skagit,WA,11
