Year,Month,Professional Area,License Type,County,State,Count
2025,February,Cosmetology,Instructor,Unknown or Out of State,VA,2
2025,February,Cosmetology,Barber,Unknown or Out of State,OK,1
2025,February,Body Art and Body Piercing,Body Piercing,Unknown or Out of State,UT,1
2025,February,Appraisers - Real Estate,Temporary Certified General,Unknown or Out of State,UT,1
2025,February,Appraisers - Real Estate,Temporary Certified General,Unknown or Out of State,ND,1
2025,February,Cosmetology,Esthetician,Garfield,WA,1
2025,February,Landscape Architects,Landscape Architect,Unknown or Out of State,IN,1
2025,February,Geologist,Geologist In Training,Jefferson,WA,1
2025,February,Combative Sports,Promoter,Unknown or Out of State,NV,1
2025,February,Appraisers - Real Estate,Certified Residential Appraiser,Unknown or Out of State,NJ,1
2025,February,Body Art and Body Piercing,Body Piercing,Unknown or Out of State,NH,1
2025,February,Combative Sports,Wrestling Participant,Unknown or Out of State,NV,1
2025,February,Landscape Architects,Landscape Architect,Kitsap,WA,27
2025,February,Home Inspector,Home Inspector,Grays Harbor,WA,8
2025,February,Appraisers - Real Estate,Appraiser Course,King,WA,14
2025,February,CDL Training and Examining,CDL Training Instructor,Unknown or Out of State,ID,27
2025,February,Appraisers - Real Estate,Certified Residential Appraiser,Island,WA,8
2025,February,Body Art and Body Piercing,Body Piercing,Unknown or Out of State,KS,1
2025,February,Real Estate,Real Estate Instructor,Benton,WA,8
2025,February,Body Art and Body Piercing,Artist Shop,Chelan,WA,15
2025,February,Auctioneers and Auction Company,Auction Company,Pierce,WA,4
2025,February,Cosmetology,Cosmetologist,Skamania,WA,18
2025,February,Architects,Architect,Unknown or Out of State,CA,524
2025,February,Real Estate,Real Estate Broker,Clallam,WA,205
2025,February,Cosmetology,Barber,Spokane,WA,264
2025,February,Real Estate,Real Estate Branch,Whatcom,WA,30
2025,February,Real Estate,Real Estate Instructor,Unknown or Out of State,CA,13
2025,February,Real Estate,Real Estate Course,Unknown or Out of State,TX,27
2025,February,Cosmetology,School,Yakima,WA,7
2025,February,Collection Agency,Out Of State Collection Agency Branch,Unknown or Out of State,Out of State,75
2025,February,Notary Public,Notary Public,Wahkiakum,WA,50
2025,February,Body Art and Body Piercing,Body Piercing,Unknown or Out of State,OR,26
2025,February,Cosmetology,Personal Service,Clark,WA,23
2025,February,Geologist,Geologist,Unknown or Out of State,NC,8
2025,February,Funerals,Embalmer,Benton,WA,13
2025,February,Collection Agency,Collection Agency Branch,Unknown or Out of State,IN,8
2025,February,Home Inspector,Home Inspector Courses,Pierce,WA,6
2025,February,Cosmetology,Hair Designer,Unknown or Out of State,MT,1
2025,February,Real Estate,Real Estate Instructor,Unknown or Out of State,TN,3
2025,February,CDL Training and Examining,CDL Training Instructor,Unknown or Out of State,MO,3
2025,February,Body Art and Body Piercing,Permanent Cosmetics,Unknown or Out of State,CA,1
2025,February,Funerals,Embalmer Intern,Kittitas,WA,2
2025,February,Funerals,Funeral Director Intern,Island,WA,2
2025,February,Security Guards,Security Guard,Unknown or Out of State,MT,5
2025,February,Cosmetology,Manicurist,Unknown or Out of State,WA,2
2025,February,Sellers of Travel,Sellers of Travel,Island,WA,15
2025,February,Funerals,Funeral Establishment Branch,Columbia,WA,1
2025,February,CDL Training and Examining,CDL Training Provider-Employer,Columbia,WA,4
2025,February,Cosmetology,Manicurist,Unknown or Out of State,WV,2
2025,February,Collection Agency,Out Of State Collection Agency,Unknown or Out of State,VA,5
2025,February,Cosmetology,Postsecondary School,Benton,WA,1
2025,February,Private Investigator,Private Investigator,Wahkiakum,WA,1
2025,February,Notary Public,Notary Public,Unknown or Out of State,LA,1
2025,February,Landscape Architects,Landscape Architect,Franklin,WA,1
2025,February,Private Investigator,Private Investigator Agency,Grays Harbor,WA,4
2025,February,Real Estate,Real Estate Managing Broker,Wahkiakum,WA,4
2025,February,Collection Agency,Out Of State Collection Agency,Unknown or Out of State,AR,2
2025,February,Cosmetology,Instructor,Unknown or Out of State,MT,1
2025,February,Geologist,Geologist,Unknown or Out of State,VI,1
2025,February,Architects,Architect Firm,Grant,WA,1
2025,February,Combative Sports,Wrestling Participant,Lewis,WA,1
2025,February,Real Estate,Real Estate Managing Broker,Unknown or Out of State,LA,2
2025,February,Bail Bonds,Bail Bond Agency Branch,Kitsap,WA,1
2025,February,Cosmetology,Salon Shop,Unknown or Out of State,OR,1
2025,February,Cosmetology,Salon Shop,Lewis,WA,123
2025,February,CDL Training and Examining,CDL Training Instructor,Pierce,WA,167
2025,February,Security Guards,Security Guard,Unknown or Out of State,CA,36
2025,February,Cosmetology,Cosmetologist,King,WA,9155
2025,February,Body Art and Body Piercing,Artist Shop,Yakima,WA,20
2025,February,Cemeteries,Final Disposition Permit,Pacific,WA,3
2025,February,Auctioneers and Auction Company,Auction Company,Unknown or Out of State,ND,1
2025,February,Geologist,Geologist,Unknown or Out of State,NY,8
2025,February,CDL Training and Examining,CDL Training Provider-Employer,Stevens,WA,13
2025,February,Cosmetology,Esthetician,Unknown or Out of State,BC,2
2025,February,Appraisers - Real Estate,Certified Residential Appraiser,Unknown or Out of State,VA,1
2025,February,Geologist,Geologist,Unknown or Out of State,CO,38
2025,February,Collection Agency,Out Of State Collection Agency,Unknown or Out of State,CA,31
2025,February,Combative Sports,Judge,Snohomish,WA,4
2025,February,CDL Training and Examining,CDL Training Provider-Employer,Adams,WA,7
2025,February,Whitewater River Outfitters,Whitewater River Outfitters,Spokane,WA,3
2025,February,Body Art and Body Piercing,Body Piercing,Snohomish,WA,53
2025,February,Architects,Architect Firm,Unknown or Out of State,MO,22
2025,February,Combative Sports,Boxing Participant,Unknown or Out of State,CA,8
2025,February,Sellers of Travel,Out of State Seller of Travel,Unknown or Out of State,TX,30
2025,February,Private Investigator,Private Investigator,Unknown or Out of State,IL,6
2025,February,Funerals,Embalmer,King,WA,70
2025,February,Cosmetology,Hair Designer,Chelan,WA,6
2025,February,Body Art and Body Piercing,Tattoo Artist,Unknown or Out of State,CO,4
2025,February,Real Estate,Real Estate Broker,Unknown or Out of State,KS,2
2025,February,Body Art and Body Piercing,Tattoo Artist,Unknown or Out of State,HI,15
2025,February,Camping Resorts,Camping Resort Company,King,WA,2
2025,February,Funerals,Prearrangement Funeral Services,Clark,WA,6
2025,February,Private Investigator,Private Investigator,Unknown or Out of State,CO,3
2025,February,Architects,Architect,Klickitat,WA,4
2025,February,Private Investigator,Private Investigator Agency,Mason,WA,5
2025,February,Cosmetology,Personal Service,Grays Harbor,WA,3
2025,February,Bail Bonds,Bail Bond Agency,Yakima,WA,3
2025,February,Cosmetology,Cosmetologist,King,CO,1
2025,February,Collection Agency,Out Of State Collection Agency Branch,Unknown or Out of State,TN,4
2025,February,CDL Training and Examining,CDL Training Provider-Employer,Douglas,WA,7
2025,February,Architects,Architect Firm,Unknown or Out of State,LA,1
2025,February,Bail Bonds,Bail Bond Agent,Chelan,WA,2
2025,February,Cosmetology,Personal Service,Thurston,WA,3
2025,February,Court Reporters,Court Reporter,Franklin,WA,3
2025,February,Funerals,Embalmer Intern,Chelan,WA,2
2025,February,Cemeteries,Crematory,Mason,WA,1
2025,February,Architects,Architect Firm,Unknown or Out of State,NH,2
2025,February,Body Art and Body Piercing,Body Piercing,Lewis,WA,3
2025,February,Cosmetology,Postsecondary School,Kittitas,WA,1
2025,February,Timeshares,Timeshare Salesperson,Cowlitz,WA,1
2025,February,Real Estate,Real Estate Instructor,Island,WA,3
2025,February,Private Investigator,Private Investigator Agency,Lincoln,WA,1
2025,February,Private Investigator,Private Investigator,Unknown or Out of State,VA,1
2025,February,Cosmetology,Master Esthetician,Garfield,WA,1
2025,February,Combative Sports,Manager,Unknown or Out of State,FL,1
2025,February,Collection Agency,Collection Agency Branch,Unknown or Out of State,NC,2
2025,February,Real Estate,Real Estate Managing Broker,Unknown or Out of State,MN,1
2025,February,Body Art and Body Piercing,Tattoo Artist,Okanogan,WA,14
2025,February,Home Inspector,Home Inspector,Unknown or Out of State,Out of State,9
2025,February,Appraisers - Real Estate,Certified General Appraiser,Unknown or Out of State,CO,15
2025,February,Funerals,Funeral Establishment Branch,Yakima,WA,4
2025,February,Cosmetology,Manicurist,Skamania,WA,9
2025,February,Timeshares,Timeshare Salesperson,Pacific,WA,16
2025,February,Home Inspector,Home Inspector,Klickitat,WA,5
2025,February,Cosmetology,Salon Shop,Adams,WA,21
2025,February,Geologist,Geologist In Training,Pierce,WA,16
2025,February,Real Estate,Real Estate Firm,Asotin,WA,20
2025,February,Home Inspector,Home Inspector,Kittitas,WA,12
2025,February,Architects,Architect,Unknown or Out of State,AK,30
2025,February,Bail Bonds,Bail Bond Agency Branch,Grays Harbor,WA,1
2025,February,Court Reporters,Court Reporter,Unknown or Out of State,IL,16
2025,February,Appraisers - Real Estate,Appraiser Trainee,Cowlitz,WA,4
2025,February,Real Estate,Real Estate Managing Broker,Lewis,WA,53
2025,February,Cosmetology,Salon Shop,Garfield,WA,3
2025,February,Funerals,Funeral Director Intern,Kitsap,WA,5
2025,February,CDL Training and Examining,CDL Training Provider-Employer,Benton,WA,14
2025,February,Cosmetology,Salon Shop,Klickitat,WA,13
2025,February,CDL Training and Examining,CDL Training Provider-Employer,Yakima,WA,20
2025,February,Real Estate,Real Estate Broker,Walla Walla,WA,145
2025,February,Body Art and Body Piercing,Artist Shop,Clallam,WA,7
2025,February,Commercial Telephone Solicitors,Commercial Telephone Solicitors,Spokane,WA,1
2025,February,Timeshares,Timeshare Salesperson,Unknown or Out of State,Out of State,4
2025,February,Cemeteries,Cemetery,Stevens,WA,3
2025,February,Cosmetology,Cosmetologist,Ferry,WA,18
2025,February,Appraisers - Real Estate,Certified Residential Appraiser,Unknown or Out of State,TN,1
2025,February,Cosmetology,Instructor,Unknown or Out of State,ID,17
2025,February,Commercial Telephone Solicitors,Commercial Telephone Solicitors,Unknown or Out of State,TX,8
2025,February,Combative Sports,Second,Clark,WA,3
2025,February,Cosmetology,Hair Designer,Unknown or Out of State,MA,1
2025,February,Landscape Architects,Landscape Architect,Unknown or Out of State,UT,5
2025,February,Cosmetology,Personal Service,Grant,WA,2
2025,February,Cosmetology,Instructor,Unknown or Out of State,HI,1
2025,February,Combative Sports,Martial Arts Participant,Unknown or Out of State,AZ,2
2025,February,Body Art and Body Piercing,Permanent Cosmetics,Grays Harbor,WA,10
2025,February,Cosmetology,Cosmetologist,Unknown or Out of State,MS,5
2025,February,Architects,Architect,Unknown or Out of State,LA,13
2025,February,Real Estate,Real Estate Firm,Lincoln,WA,3
2025,February,Cosmetology,School,Douglas,WA,2
2025,February,Sellers of Travel,Out of State Seller of Travel,Unknown or Out of State,MN,6
2025,February,Appraisers - Real Estate,Appraiser Trainee,Unknown or Out of State,UT,1
2025,February,Combative Sports,Referee,Thurston,WA,1
2025,February,Cosmetology,Instructor,Unknown or Out of State,SC,1
2025,February,Camping Resorts,Camping Resort Company,Adams,WA,1
2025,February,Appraisal Management Companies,Appraisal Management Company,Unknown or Out of State,MD,2
2025,February,Cosmetology,Master Esthetician,Wahkiakum,WA,1
2025,February,Auctioneers and Auction Company,Auction Company,Unknown or Out of State,IN,1
2025,February,Appraisers - Real Estate,State Licensed Appraiser,Franklin,WA,1
2025,February,Combative Sports,Physician,Kitsap,WA,1
2025,February,Appraisers - Real Estate,Certified General Appraiser,Unknown or Out of State,WA,1
2025,February,Private Investigator,Private Investigator Agency,Unknown or Out of State,MI,1
2025,February,Real Estate,Real Estate Managing Broker,Unknown or Out of State,WY,2
2025,February,Auctioneers and Auction Company,Auctioneer,Benton,WA,1
2025,February,Geologist,Geologist,Whitman,WA,1
2025,February,Body Art and Body Piercing,Permanent Cosmetics,Unknown or Out of State,NE,1
2025,February,Cosmetology,Hair Designer,Unknown or Out of State,ID,1
2025,February,Cosmetology,Esthetician,Unknown or Out of State,AB,1
2025,February,Cosmetology,Esthetician,Unknown or Out of State,NH,1
2025,February,Body Art and Body Piercing,Tattoo Artist,Unknown or Out of State,PA,4
2025,February,Collection Agency,Out Of State Collection Agency,Unknown or Out of State,NE,1
2025,February,Appraisers - Real Estate,Appraiser Trainee,Unknown or Out of State,PA,1
2025,February,Cosmetology,Master Esthetician,Unknown or Out of State,NJ,2
2025,February,Architects,Architect,Unknown or Out of State,PA,39
2025,February,CDL Training and Examining,CDL Training Provider-School,Okanogan,WA,2
2025,February,Cosmetology,Cosmetologist,Unknown or Out of State,CT,7
2025,February,Appraisers - Real Estate,State Licensed Appraiser,Kitsap,WA,2
2025,February,Home Inspector,Home Inspector,Kitsap,WA,39
2025,February,Body Art and Body Piercing,Artist Shop,Okanogan,WA,6
2025,February,Appraisers - Real Estate,Certified General Appraiser,Unknown or Out of State,PA,7
2025,February,Cosmetology,Master Esthetician,Unknown or Out of State,UT,7
2025,February,Architects,Architect Firm,Unknown or Out of State,ND,2
2025,February,Appraisers - Real Estate,Appraiser Trainee,Chelan,WA,1
2025,February,Geologist,Geologist,Cowlitz,WA,4
2025,February,Camping Resorts,Camping Resort Salesperson,Adams,WA,1
2025,February,Sellers of Travel,Sellers of Travel,Pacific,WA,1
2025,February,Private Investigator,Private Investigator Agency,Unknown or Out of State,Out of State,5
2025,February,Geologist,Geologist In Training,Grays Harbor,WA,1
2025,February,Security Guards,Security Guard,Unknown or Out of State,KS,1
2025,February,CDL Training and Examining,CDL Training Provider-School,Clark,WA,1
2025,February,Cosmetology,Instructor,Unknown or Out of State,MI,1
2025,February,Funerals,Funeral Establishment Branch,Lincoln,WA,1
2025,February,Cosmetology,Cosmetologist,Unknown or Out of State,AE,6
2025,February,Geologist,Geologist,Clallam,WA,8
2025,February,Sellers of Travel,Sellers of Travel,Grant,WA,2
2025,February,Sellers of Travel,Out of State Seller of Travel,Unknown or Out of State,OR,12
2025,February,Cemeteries,Crematory Operator,Skagit,WA,4
2025,February,Collection Agency,Collection Agency,Skagit,WA,1
2025,February,Architects,Architect,Okanogan,WA,7
2025,February,Cemeteries,Crematory,Cowlitz,WA,2
2025,February,Geologist,Geologist,Unknown or Out of State,KY,1
2025,February,Real Estate,Real Estate Broker,Unknown or Out of State,OH,4
2025,February,Collection Agency,Collection Agency Branch,Unknown or Out of State,UT,3
2025,February,Architects,Architect Firm,Pacific,WA,1
2025,February,Collection Agency,Out Of State Collection Agency,Unknown or Out of State,OR,9
2025,February,Body Art and Body Piercing,Artist Event,Skamania,WA,1
2025,February,Cosmetology,Master Esthetician,Unknown or Out of State,NY,2
2025,February,Auctioneers and Auction Company,Auctioneer,Pierce,WA,5
2025,February,Real Estate,Real Estate Instructor,Unknown or Out of State,OH,3
2025,February,Appraisers - Real Estate,Appraiser Course,Pierce,WA,2
2025,February,Collection Agency,Out Of State Collection Agency,Unknown or Out of State,KS,1
2025,February,Cemeteries,Crematory,Stevens,WA,1
2025,February,CDL Training and Examining,CDL Training Provider-School,Unknown or Out of State,SC,1
2025,February,Combative Sports,Amateur Training Facility,Clark,WA,1
2025,February,Real Estate,Real Estate Broker,Snohomish,NA,1
2025,February,Cosmetology,Manicurist,Unknown or Out of State,BC,1
2025,February,Combative Sports,Wrestling Participant,Unknown or Out of State,MD,1
